"AK"	0.004737072956971895
"AL"	0.0044423324302904875
"AR"	0.004639496271672083
"AZ"	0.003916473908971536
"CA"	0.004189888789361677
"CO"	0.002997703083278127
"CT"	0.0027343663100512228
"DC"	0.012168013249999998
"DE"	0.005452881936771605
"FL"	0.004802213077815674
"GA"	0.003723916944173617
"HI"	0.002405890371884918
"IA"	0.002566321168378353
"ID"	0.0020078951154703633
"IL"	0.004033492895241701
"IN"	0.0032969598393345835
"KS"	0.003561905031784385
"KY"	0.0022018999862590386
"LA"	0.00475670580510532
"MA"	0.0039769460544703044
"MD"	0.004736866428720508
"ME"	0.0012203550095455382
"MI"	0.004500576113828
"MN"	0.0022756707093124725
"MO"	0.004497225508699469
"MS"	0.002089457533376187
"MT"	0.0025128919929250084
"NC"	0.003430320286476899
"ND"	0.0020099724492774204
"NE"	0.0024532837822402384
"NH"	0.0017408926154405947
"NJ"	0.002885382835712257
"NM"	0.0055704934268692415
"NV"	0.005960282939488418
"NY"	0.004039259427746613
"OH"	0.0029191565534221076
"OK"	0.004650223032183579
"OR"	0.0024137005367337607
"PA"	0.00355187935013287
"RI"	0.002525888935182024
"SC"	0.005517882383068002
"SD"	0.002232277597851081
"TN"	0.006329762816563472
"TX"	0.004018006069411306
"UT"	0.001993193770653131
"VA"	0.001895790823876718
"VT"	0.0013995499737358863
"WA"	0.0028928167433231503
"WI"	0.002788403320945054
"WV"	0.0029930367404552636
"WY"	0.00186558838992157
"WV"	0.002993036740455264
"WY"	0.00186558838992157
