"AK"	0.1168794742836801
"AL"	0.24717905881024624
"AR"	0.24695906560527683
"AZ"	0.19016884591114996
"CA"	0.2319776301713925
"CO"	0.13080010556157476
"CT"	0.16001409549766202
"DC"	0.222
"DE"	0.17383340837442837
"FL"	0.2011172263919797
"GA"	0.2141091058852985
"HI"	0.15427772880319568
"IA"	0.1390041481682609
"ID"	0.15289695188797042
"IL"	0.1858361008822329
"IN"	0.17883872032403622
"KS"	0.1399245199372702
"KY"	0.2590086351971355
"LA"	0.2519074376739722
"MA"	0.15211942202018483
"MD"	0.16191690851095217
"ME"	0.14624587826298702
"MI"	0.1659247296307734
"MN"	0.12088760047847472
"MO"	0.18685800034488623
"MS"	0.27117006904571717
"MT"	0.12818901599884475
"NC"	0.21881266220045031
"ND"	0.16113644756359902
"NE"	0.13406628563964754
"NH"	0.12582698194753453
"NJ"	0.17909627588555205
"NM"	0.21132119199414534
"NV"	0.19308403860920212
"NY"	0.20911011872107696
"OH"	0.17020866752056096
"OK"	0.19393935701483764
"OR"	0.14892801240953324
"PA"	0.18102699623837634
"PR"	0.40019509207811166
"RI"	0.22009213543644734
"SC"	0.23679752180886302
"SD"	0.15410135775961845
"TN"	0.2408810790723366
"TX"	0.24326244482860163
"US"	0.196
"UT"	0.12295511343300936
"VA"	0.18524686307487076
"VT"	0.13591100149255686
"WA"	0.12895254054111074
"WI"	0.1490245464761408
"WV"	0.24793478614907152
"WY"	0.12119098301083447
